State FIPS,Area Name,Occupation Code,Occupation Name,Base Year,Base,Projected Year,Projection,Change,Percent Change,Average Annual Openings
15,Hawaii,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",2014,110,2024,110,0,-1.8,0
15,Hawaii,51-7011,Cabinetmakers and Bench Carpenters,2014,280,2024,310,30,11.3,10
15,Hawaii,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2014,20,2024,20,0,-5.9,0
15,Hawaii,51-7099,"Woodworkers, All Other",2014,280,2024,300,20,4.2,10
15,Hawaii,51-8013,Power Plant Operators,2014,230,2024,220,-10,-2.2,10
15,Hawaii,51-8021,Stationary Engineers and Boiler Operators,2014,70,2024,70,0,4.2,0
15,Hawaii,51-8031,Water and Wastewater Treatment Plant and System Operators,2014,310,2024,330,20,7.9,10
15,Hawaii,51-8091,Chemical Plant and System Operators,2014,10,2024,10,0,12.5,0
15,Hawaii,51-8099,"Plant and System Operators, All Other",2014,140,2024,150,10,2.1,10
15,Hawaii,51-9011,Chemical Equipment Operators and Tenders,2014,10,2024,10,0,0,0
15,Hawaii,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2014,50,2024,50,0,3.9,0
15,Hawaii,51-9022,"Grinding and Polishing Workers, Hand",2014,80,2024,70,-10,-10.4,0
15,Hawaii,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",2014,80,2024,90,10,2.4,0
15,Hawaii,51-9031,"Cutters and Trimmers, Hand",2014,40,2024,30,-10,-8.1,0
15,Hawaii,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2014,40,2024,30,-10,-8.6,0
15,Hawaii,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",2014,670,2024,720,50,8.2,20
15,Hawaii,51-9071,Jewelers and Precious Stone and Metal Workers,2014,310,2024,280,-30,-9.6,10
15,Hawaii,51-9081,Dental Laboratory Technicians,2014,170,2024,180,10,8.2,10
15,Hawaii,51-9083,Ophthalmic Laboratory Technicians,2014,130,2024,140,10,8.7,0
15,Hawaii,51-9111,Packaging and Filling Machine Operators and Tenders,2014,420,2024,450,30,5.7,20
15,Hawaii,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2014,110,2024,120,10,4.5,0
15,Hawaii,51-9122,"Painters, Transportation Equipment",2014,110,2024,110,0,3.7,0
15,Hawaii,51-9151,Photographic Process Workers and Processing Machine Operators,2014,200,2024,130,-70,-34.7,0
15,Hawaii,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",2014,20,2024,20,0,0,0
15,Hawaii,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",2014,250,2024,260,10,3.2,10
15,Hawaii,51-9198,Helpers--Production Workers,2014,750,2024,750,0,-0.1,20
15,Hawaii,51-9199,"Production Workers, All Other",2014,320,2024,340,20,7.5,10
15,Hawaii,53-1011,Aircraft Cargo Handling Supervisors,2014,70,2024,70,0,2.8,0
15,Hawaii,53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",2014,690,2024,720,30,3.9,30
15,Hawaii,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,2014,930,2024,990,60,5.8,40
15,Hawaii,53-2012,Commercial Pilots,2014,260,2024,280,20,5.3,10
15,Hawaii,53-2021,Air Traffic Controllers,2014,310,2024,300,-10,-3.2,10
15,Hawaii,53-2022,Airfield Operations Specialists,2014,100,2024,100,0,1,0
15,Hawaii,53-3021,"Bus Drivers, Transit and Intercity",2014,2480,2024,2640,160,6.2,50
15,Hawaii,53-3022,"Bus Drivers, School or Special Client",2014,1080,2024,1230,150,13.8,30
15,Hawaii,53-3031,Driver/Sales Workers,2014,1700,2024,1760,60,3.5,40
15,Hawaii,53-3032,Heavy and Tractor-Trailer Truck Drivers,2014,3920,2024,4170,250,6.4,90
15,Hawaii,53-3033,Light Truck or Delivery Services Drivers,2014,4900,2024,5150,250,5.1,110
15,Hawaii,53-3041,Taxi Drivers and Chauffeurs,2014,1750,2024,1960,210,12,50
15,Hawaii,53-5021,"Captains, Mates, and Pilots of Water Vessels",2014,1040,2024,1130,90,8.5,50
15,Hawaii,53-6021,Parking Lot Attendants,2014,1890,2024,1970,80,4.3,110
15,Hawaii,53-6031,Automotive and Watercraft Service Attendants,2014,590,2024,610,20,4.4,30
15,Hawaii,53-6041,Traffic Technicians,2014,60,2024,60,0,3.6,0
15,Hawaii,53-6051,Transportation Inspectors,2014,180,2024,190,10,3.3,10
15,Hawaii,53-6061,"Transportation Attendants, Except Flight Attendants",2014,790,2024,920,130,15.9,30
15,Hawaii,53-6099,"Transportation Workers, All Other",2014,1460,2024,1570,110,7.2,80
15,Hawaii,53-7011,Conveyor Operators and Tenders,2014,170,2024,170,0,3,10
15,Hawaii,53-7021,Crane and Tower Operators,2014,140,2024,150,10,7.3,10
15,Hawaii,53-7032,Excavating and Loading Machine and Dragline Operators,2014,70,2024,80,10,8.5,0
15,Hawaii,53-7051,Industrial Truck and Tractor Operators,2014,830,2024,880,50,6.8,30
15,Hawaii,53-7061,Cleaners of Vehicles and Equipment,2014,2090,2024,2250,160,7.4,90
15,Hawaii,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",2014,7620,2024,8080,460,6.1,270
15,Hawaii,53-7064,"Packers and Packagers, Hand",2014,2210,2024,2280,70,3.1,70
15,Hawaii,53-7081,Refuse and Recyclable Material Collectors,2014,490,2024,520,30,6.4,20
15,Hawaii,53-7199,"Material Moving Workers, All Other",2014,140,2024,150,10,4.2,10
16,Idaho,00-0000,"Total, All Occupations",2014,695270,2024,833350,138080,19.9,302240
16,Idaho,11-1011,Chief Executives,2014,1260,2024,1410,150,11.6,360
16,Idaho,11-1021,General and Operations Managers,2014,11630,2024,14240,2610,22.5,5560
16,Idaho,11-2011,Advertising and Promotions Managers,2014,190,2024,230,40,22.1,100
16,Idaho,11-2031,Public Relations and Fundraising Managers,2014,240,2024,340,100,42.1,180
16,Idaho,11-3011,Administrative Services Managers,2014,1420,2024,1750,330,23.4,600
16,Idaho,11-3021,Computer and Information Systems Managers,2014,1060,2024,1370,310,29.2,440
16,Idaho,11-3031,Financial Managers,2014,2000,2024,2440,440,21.7,910
16,Idaho,11-3061,Purchasing Managers,2014,370,2024,420,50,13.7,140
16,Idaho,11-3071,"Transportation, Storage, and Distribution Managers",2014,590,2024,690,100,18.1,240
16,Idaho,11-3111,Compensation and Benefits Managers,2014,100,2024,120,20,16.7,50
16,Idaho,11-3131,Training and Development Managers,2014,100,2024,120,20,24,50
16,Idaho,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",2014,14350,2024,17980,3630,25.3,6080
16,Idaho,11-9032,"Education Administrators, Elementary and Secondary School",2014,950,2024,1100,150,16,430
16,Idaho,11-9033,"Education Administrators, Postsecondary",2014,800,2024,950,150,19.2,390
16,Idaho,11-9051,Food Service Managers,2014,1780,2024,2250,470,26.6,830
16,Idaho,11-9061,Funeral Service Managers,2014,20,2024,20,0,41.2,10
16,Idaho,11-9081,Lodging Managers,2014,290,2024,370,80,24.8,130
16,Idaho,11-9111,Medical and Health Services Managers,2014,1820,2024,2180,360,19.8,820
16,Idaho,11-9131,Postmasters and Mail Superintendents,2014,140,2024,130,-10,-5.7,30
16,Idaho,11-9141,"Property, Real Estate, and Community Association Managers",2014,2400,2024,3380,980,40.9,1400
16,Idaho,11-9151,Social and Community Service Managers,2014,1010,2024,1330,320,31,580
16,Idaho,11-9161,Emergency Management Directors,2014,130,2024,150,20,19.5,40
16,Idaho,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",2014,10,2024,10,0,0,0
16,Idaho,13-1021,"Buyers and Purchasing Agents, Farm Products",2014,130,2024,150,20,17.8,50
16,Idaho,13-1022,"Wholesale and Retail Buyers, Except Farm Products",2014,670,2024,780,110,17.2,330
16,Idaho,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2014,1180,2024,1360,180,16.1,510
16,Idaho,13-1041,Compliance Officers,2014,1320,2024,1620,300,22.4,480
16,Idaho,13-1071,Human Resources Specialists,2014,1730,2024,1990,260,15.4,690
16,Idaho,13-1074,Farm Labor Contractors,2014,10,2024,10,0,33.3,10
16,Idaho,13-1075,Labor Relations Specialists,2014,200,2024,280,80,38.4,130
16,Idaho,13-1121,"Meeting, Convention, and Event Planners",2014,450,2024,630,180,40,230
16,Idaho,13-1131,Fundraisers,2014,260,2024,410,150,59,190
16,Idaho,13-1141,"Compensation, Benefits, and Job Analysis Specialists",2014,280,2024,350,70,24,140
16,Idaho,13-1161,Market Research Analysts and Marketing Specialists,2014,1410,2024,1950,540,38.3,710
16,Idaho,13-1199,"Business Operations Specialists, All Other",2014,2550,2024,3230,680,26.8,990
16,Idaho,13-2011,Accountants and Auditors,2014,4220,2024,5390,1170,27.5,2290
16,Idaho,13-2031,Budget Analysts,2014,190,2024,240,50,25.1,100
16,Idaho,13-2053,Insurance Underwriters,2014,190,2024,190,0,2.7,40
16,Idaho,13-2061,Financial Examiners,2014,100,2024,120,20,23.5,50
16,Idaho,13-2071,Credit Counselors,2014,120,2024,150,30,20.3,50
16,Idaho,13-2082,Tax Preparers,2014,340,2024,420,80,24.6,170
16,Idaho,15-1111,Computer and Information Research Scientists,2014,20,2024,30,10,38.1,10
16,Idaho,15-1122,Information Security Analysts,2014,410,2024,540,130,30.8,180
16,Idaho,15-1132,"Software Developers, Applications",2014,2290,2024,3220,930,40.5,1250
16,Idaho,15-1134,Web Developers,2014,960,2024,1470,510,52.1,630
16,Idaho,15-1141,Database Administrators,2014,380,2024,470,90,25,180
16,Idaho,15-1142,Network and Computer Systems Administrators,2014,1490,2024,1860,370,24.3,560
16,Idaho,15-1143,Computer Network Architects,2014,360,2024,430,70,17.4,110
16,Idaho,15-1151,Computer User Support Specialists,2014,2450,2024,3160,710,29.1,1030
16,Idaho,15-1152,Computer Network Support Specialists,2014,540,2024,670,130,23.4,200
16,Idaho,15-2021,Mathematicians,2014,30,2024,50,20,58.6,20
16,Idaho,15-2041,Statisticians,2014,60,2024,80,20,44.8,40
16,Idaho,15-2099,"Mathematical Science Occupations, All Other",2014,0,2024,0,0,100,0
16,Idaho,17-1012,Landscape Architects,2014,90,2024,110,20,23.6,40
16,Idaho,17-2051,Civil Engineers,2014,1660,2024,2130,470,28.3,960
16,Idaho,17-2061,Computer Hardware Engineers,2014,300,2024,360,60,19.2,120
16,Idaho,17-2071,Electrical Engineers,2014,1310,2024,1530,220,17.3,510
16,Idaho,17-2072,"Electronics Engineers, Except Computer",2014,1730,2024,1960,230,13.3,610
16,Idaho,17-2081,Environmental Engineers,2014,370,2024,490,120,30.9,220
16,Idaho,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2014,120,2024,150,30,24.8,60
16,Idaho,17-2112,Industrial Engineers,2014,680,2024,840,160,23.6,360
16,Idaho,17-2121,Marine Engineers and Naval Architects,2014,110,2024,110,0,5.7,30
16,Idaho,17-2131,Materials Engineers,2014,140,2024,170,30,24.3,80
16,Idaho,17-2141,Mechanical Engineers,2014,900,2024,1100,200,22.2,490
16,Idaho,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",2014,60,2024,70,10,4.7,20
16,Idaho,17-2171,Petroleum Engineers,2014,0,2024,0,0,0,0
16,Idaho,17-2199,"Engineers, All Other",2014,540,2024,680,140,25.6,250
16,Idaho,17-3011,Architectural and Civil Drafters,2014,560,2024,650,90,14.9,150
16,Idaho,17-3019,"Drafters, All Other",2014,60,2024,70,10,15.5,20
16,Idaho,17-3021,Aerospace Engineering and Operations Technicians,2014,0,2024,0,0,0,0
16,Idaho,17-3022,Civil Engineering Technicians,2014,350,2024,430,80,22,160
16,Idaho,17-3023,Electrical and Electronics Engineering Technicians,2014,580,2024,670,90,16.8,240
16,Idaho,17-3024,Electro-Mechanical Technicians,2014,10,2024,10,0,18.2,10
16,Idaho,17-3025,Environmental Engineering Technicians,2014,30,2024,30,0,11.1,10
16,Idaho,17-3026,Industrial Engineering Technicians,2014,160,2024,170,10,10.3,50
16,Idaho,17-3027,Mechanical Engineering Technicians,2014,70,2024,80,10,20,30
16,Idaho,17-3029,"Engineering Technicians, Except Drafters, All Other",2014,260,2024,300,40,18.3,110
16,Idaho,17-3031,Surveying and Mapping Technicians,2014,270,2024,290,20,9.3,60
16,Idaho,19-1011,Animal Scientists,2014,40,2024,50,10,36.8,30
16,Idaho,19-1021,Biochemists and Biophysicists,2014,100,2024,130,30,34,60
16,Idaho,19-1022,Microbiologists,2014,130,2024,150,20,19.8,60
16,Idaho,19-1031,Conservation Scientists,2014,340,2024,520,180,54.9,330
16,Idaho,19-1041,Epidemiologists,2014,20,2024,20,0,17.6,10
16,Idaho,19-1042,"Medical Scientists, Except Epidemiologists",2014,140,2024,200,60,43.6,100
16,Idaho,19-1099,"Life Scientists, All Other",2014,40,2024,50,10,27,20
16,Idaho,19-2012,Physicists,2014,140,2024,170,30,22.2,60
16,Idaho,19-2031,Chemists,2014,270,2024,340,70,27.5,130
16,Idaho,19-2041,"Environmental Scientists and Specialists, Including Health",2014,430,2024,540,110,24.7,240
16,Idaho,19-2099,"Physical Scientists, All Other",2014,220,2024,260,40,21.2,70
16,Idaho,19-3011,Economists,2014,110,2024,150,40,29.8,70
16,Idaho,19-3031,"Clinical, Counseling, and School Psychologists",2014,720,2024,880,160,23.6,320
16,Idaho,19-3039,"Psychologists, All Other",2014,40,2024,50,10,37.1,20
16,Idaho,19-3092,Geographers,2014,10,2024,10,0,18.2,0
16,Idaho,19-3093,Historians,2014,50,2024,60,10,14.8,10
16,Idaho,19-4011,Agricultural and Food Science Technicians,2014,470,2024,550,80,16.3,230
16,Idaho,19-4021,Biological Technicians,2014,790,2024,980,190,24,410
16,Idaho,19-4031,Chemical Technicians,2014,240,2024,280,40,16,110
16,Idaho,19-4041,Geological and Petroleum Technicians,2014,80,2024,100,20,27.5,50
16,Idaho,19-4051,Nuclear Technicians,2014,110,2024,120,10,12.8,60
16,Idaho,19-4061,Social Science Research Assistants,2014,10,2024,20,10,109.1,20
16,Idaho,19-4093,Forest and Conservation Technicians,2014,2120,2024,2770,650,30.7,1540
16,Idaho,19-4099,"Life, Physical, and Social Science Technicians, All Other",2014,330,2024,410,80,24.1,220
16,Idaho,21-1011,Substance Abuse and Behavioral Disorder Counselors,2014,600,2024,740,140,24.5,270
16,Idaho,21-1012,"Educational, Guidance, School, and Vocational Counselors",2014,1570,2024,1880,310,19.6,640
16,Idaho,21-1013,Marriage and Family Therapists,2014,120,2024,150,30,25,50
16,Idaho,21-1014,Mental Health Counselors,2014,920,2024,1170,250,26.7,440
16,Idaho,21-1015,Rehabilitation Counselors,2014,2410,2024,3000,590,24.4,1090
16,Idaho,21-1019,"Counselors, All Other",2014,10,2024,10,0,0,0
16,Idaho,21-1022,Healthcare Social Workers,2014,640,2024,800,160,25,310
16,Idaho,21-1091,Health Educators,2014,380,2024,450,70,17.8,140
16,Idaho,21-1094,Community Health Workers,2014,440,2024,570,130,30.3,220
16,Idaho,21-1099,"Community and Social Service Specialists, All Other",2014,70,2024,80,10,22.7,30
16,Idaho,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",2014,60,2024,70,10,15.9,20
16,Idaho,23-1022,"Arbitrators, Mediators, and Conciliators",2014,30,2024,40,10,20,10
16,Idaho,23-1023,"Judges, Magistrate Judges, and Magistrates",2014,150,2024,180,30,16.7,50
16,Idaho,23-2093,"Title Examiners, Abstractors, and Searchers",2014,530,2024,620,90,15.6,200
16,Idaho,23-2099,"Legal Support Workers, All Other",2014,60,2024,70,10,25.4,30
16,Idaho,25-1011,"Business Teachers, Postsecondary",2014,280,2024,340,60,18.4,100
16,Idaho,25-1021,"Computer Science Teachers, Postsecondary",2014,100,2024,120,20,18.2,40
16,Idaho,25-1031,"Architecture Teachers, Postsecondary",2014,5370,2024,6590,1220,22.5,2160
16,Idaho,25-1041,"Agricultural Sciences Teachers, Postsecondary",2014,20,2024,30,10,17.4,10
16,Idaho,25-1042,"Biological Science Teachers, Postsecondary",2014,270,2024,330,60,24.7,110
16,Idaho,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",2014,0,2024,0,0,0,0
16,Idaho,25-1052,"Chemistry Teachers, Postsecondary",2014,120,2024,150,30,25,50
16,Idaho,25-1053,"Environmental Science Teachers, Postsecondary",2014,0,2024,0,0,0,0
16,Idaho,25-1054,"Physics Teachers, Postsecondary",2014,60,2024,80,20,25,30
16,Idaho,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",2014,60,2024,70,10,24.6,20
16,Idaho,25-1063,"Economics Teachers, Postsecondary",2014,40,2024,50,10,19,20
16,Idaho,25-1064,"Geography Teachers, Postsecondary",2014,10,2024,10,0,10,0
16,Idaho,25-1065,"Political Science Teachers, Postsecondary",2014,60,2024,70,10,18,20
16,Idaho,25-1066,"Psychology Teachers, Postsecondary",2014,110,2024,140,30,24.1,50
16,Idaho,25-1067,"Sociology Teachers, Postsecondary",2014,90,2024,110,20,25,40
16,Idaho,25-1069,"Social Sciences Teachers, Postsecondary, All Other",2014,10,2024,10,0,12.5,0
16,Idaho,25-1082,"Library Science Teachers, Postsecondary",2014,10,2024,10,0,11.1,0
16,Idaho,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",2014,40,2024,50,10,31.6,20
16,Idaho,25-1112,"Law Teachers, Postsecondary",2014,0,2024,0,0,0,0
16,Idaho,25-1113,"Social Work Teachers, Postsecondary",2014,40,2024,60,20,25,20
16,Idaho,25-1121,"Art, Drama, and Music Teachers, Postsecondary",2014,250,2024,310,60,20.5,100
16,Idaho,25-1122,"Communications Teachers, Postsecondary",2014,130,2024,160,30,18.3,50
16,Idaho,25-1123,"English Language and Literature Teachers, Postsecondary",2014,320,2024,380,60,18.8,120
16,Idaho,25-1124,"Foreign Language and Literature Teachers, Postsecondary",2014,110,2024,130,20,18.8,40
16,Idaho,25-1126,"Philosophy and Religion Teachers, Postsecondary",2014,130,2024,160,30,22.3,50
16,Idaho,25-1191,Graduate Teaching Assistants,2014,140,2024,160,20,15.8,50
16,Idaho,25-1192,"Home Economics Teachers, Postsecondary",2014,0,2024,0,0,0,0
16,Idaho,25-1199,"Postsecondary Teachers, All Other",2014,320,2024,380,60,18.8,120
16,Idaho,25-2011,"Preschool Teachers, Except Special Education",2014,890,2024,1120,230,26,490
16,Idaho,25-2021,"Elementary School Teachers, Except Special Education",2014,6690,2024,7730,1040,15.5,2520
16,Idaho,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",2014,2540,2024,2930,390,15.5,960
16,Idaho,25-2023,"Career/Technical Education Teachers, Middle School",2014,30,2024,40,10,16.7,10
16,Idaho,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2014,4180,2024,4830,650,15.5,1640
16,Idaho,25-2051,"Special Education Teachers, Preschool",2014,50,2024,60,10,19.2,20
16,Idaho,25-2053,"Special Education Teachers, Middle School",2014,200,2024,230,30,15,70
16,Idaho,25-2054,"Special Education Teachers, Secondary School",2014,300,2024,340,40,15.4,100
16,Idaho,25-3021,Self-Enrichment Education Teachers,2014,780,2024,1090,310,40,460
16,Idaho,25-3099,"Teachers and Instructors, All Other",2014,6710,2024,8010,1300,19.4,2570
16,Idaho,25-4011,Archivists,2014,20,2024,20,0,20,10
16,Idaho,25-4012,Curators,2014,50,2024,60,10,5.6,20
16,Idaho,25-4021,Librarians,2014,650,2024,710,60,10.1,190
16,Idaho,25-9021,Farm and Home Management Advisors,2014,50,2024,70,20,29.4,20
16,Idaho,25-9031,Instructional Coordinators,2014,520,2024,630,110,21.3,160
16,Idaho,25-9041,Teacher Assistants,2014,6610,2024,7710,1100,16.6,2680
16,Idaho,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",2014,40,2024,50,10,25.6,20
16,Idaho,27-1021,Commercial and Industrial Designers,2014,360,2024,410,50,13,130
16,Idaho,27-1024,Graphic Designers,2014,1290,2024,1570,280,21.7,590
16,Idaho,27-1025,Interior Designers,2014,170,2024,200,30,21,80
16,Idaho,27-1026,Merchandise Displayers and Window Trimmers,2014,450,2024,510,60,12.7,160
16,Idaho,27-1027,Set and Exhibit Designers,2014,20,2024,30,10,38.9,10
16,Idaho,27-2011,Actors,2014,40,2024,50,10,31.7,30
16,Idaho,27-2012,Producers and Directors,2014,210,2024,260,50,24.8,120
16,Idaho,27-2021,Athletes and Sports Competitors,2014,10,2024,20,10,35.7,10
16,Idaho,27-2022,Coaches and Scouts,2014,2100,2024,2680,580,27.7,1290
16,Idaho,27-2031,Dancers,2014,40,2024,60,20,60.5,40
16,Idaho,27-2032,Choreographers,2014,10,2024,10,0,40,10
16,Idaho,27-2042,Musicians and Singers,2014,190,2024,300,110,56.5,170
16,Idaho,27-3011,Radio and Television Announcers,2014,170,2024,170,0,-1.8,50
16,Idaho,27-3021,Broadcast News Analysts,2014,60,2024,60,0,-5.1,20
16,Idaho,27-3043,Writers and Authors,2014,390,2024,520,130,32.5,190
16,Idaho,27-3099,"Media and Communication Workers, All Other",2014,30,2024,30,0,23.1,10
16,Idaho,27-4012,Broadcast Technicians,2014,130,2024,130,0,-0.7,30
16,Idaho,27-4031,"Camera Operators, Television, Video, and Motion Picture",2014,290,2024,290,0,2.4,30
16,Idaho,27-4032,Film and Video Editors,2014,60,2024,80,20,33.3,30
16,Idaho,27-4099,"Media and Communication Equipment Workers, All Other",2014,70,2024,70,0,5.8,20
16,Idaho,29-1021,"Dentists, General",2014,580,2024,690,110,18,220
16,Idaho,29-1022,Oral and Maxillofacial Surgeons,2014,0,2024,0,0,0,0
16,Idaho,29-1023,Orthodontists,2014,60,2024,70,10,16.9,20
16,Idaho,29-1041,Optometrists,2014,300,2024,370,70,24.7,180
16,Idaho,29-1051,Pharmacists,2014,1350,2024,1530,180,12.9,490
16,Idaho,29-1062,Family and General Practitioners,2014,860,2024,930,70,8.2,300
16,Idaho,29-1063,"Internists, General",2014,20,2024,20,0,5.9,10
16,Idaho,29-1065,"Pediatricians, General",2014,60,2024,70,10,7.8,20
16,Idaho,29-1066,Psychiatrists,2014,110,2024,130,20,20.4,50
16,Idaho,29-1067,Surgeons,2014,130,2024,160,30,17.4,60
16,Idaho,29-1081,Podiatrists,2014,40,2024,40,0,10.3,10
16,Idaho,29-1122,Occupational Therapists,2014,420,2024,520,100,23.5,180
16,Idaho,29-1123,Physical Therapists,2014,1040,2024,1350,310,29.8,590
16,Idaho,29-1124,Radiation Therapists,2014,60,2024,70,10,13.3,20
16,Idaho,29-1125,Recreational Therapists,2014,50,2024,50,0,15.2,20
